community,cluster,doc,annotateddoc,frame,synset,synsetframe triplet,noun/verb w/o frame,adj/adv w/o frame
inferred_CRM-ARCHAEO1,6,produced was disturbed by Stratigraphic Interface Genesis,[produced [P]] [was disturbed by [P]] [Stratigraphic Interface [C]] [Stratigraphic Genesis [C]] ,"frame:Creating,frame:Experiencer_obj,","wn30:synset-produce-verb-1,wn30:synset-disturb-verb-1,wn30:synset-by-adverb-1,wn30:synset-interface-noun-1,wn30:synset-genesis-noun-1,","wn30:synset-produce-verb-1 - frame:Creating - frame:Event
wn30:synset-disturb-verb-1 - frame:Experiencer_obj
","wn30:synset-interface-noun-1
wn30:synset-genesis-noun-1
","wn30:synset-by-adverb-1
"
inferred_CRM-ARCHAEO4,6,disturbed intended to approximate Excavation Process Unit was produced by Stratigraphic Interface approximated Genesis,[disturbed [P]] [intended to approximate [P]] [Excavation Process Unit [C]] [was produced by [P]] [Stratigraphic Interface [C]] [was approximated by [P]] [Stratigraphic Genesis [C]] ,"frame:Experiencer_obj,frame:Purpose,frame:Means,frame:Creating,","wn30:synset-disturb-verb-1,wn30:synset-intend-verb-1,wn30:synset-approximate-adjectivesatellite-1,wn30:synset-excavation-noun-1,wn30:synset-procedure-noun-1,wn30:synset-unit_of_measurement-noun-1,wn30:synset-produce-verb-1,wn30:synset-by-adverb-1,wn30:synset-interface-noun-1,wn30:synset-approximate-adjectivesatellite-1,wn30:synset-genesis-noun-1,","wn30:synset-disturb-verb-1 - frame:Experiencer_obj
wn30:synset-intend-verb-1 - frame:Purpose
wn30:synset-procedure-noun-1 - frame:Means
wn30:synset-produce-verb-1 - frame:Creating - frame:Event
","wn30:synset-excavation-noun-1
wn30:synset-unit_of_measurement-noun-1
wn30:synset-interface-noun-1
wn30:synset-genesis-noun-1
","wn30:synset-approximate-adjectivesatellite-1
wn30:synset-by-adverb-1
wn30:synset-approximate-adjectivesatellite-1
"
inferred_CRM-ARCHAEO10,2,E18 Physical Thing found was excavated by Excavation Process Unit is embedding of embedded at S19 Encounter Event Embedding E53 Place contains,[E18 Physical Thing [C]] [found [P]] [was excavated by [P]] [Excavation Process Unit [C]] [excavated [P]] [is found by [P]] [is embedding of [P]] [is embedded [P]] [is embedding at [P]] [S19 Encounter Event [C]] [Embedding [C]] [E53 Place [C]] [contains [P]] ,"frame:Locating,frame:Becoming_aware,frame:Means,frame:Placing,frame:Locating,frame:Becoming_aware,frame:Event,frame:Placing,frame:Causation,frame:Containing,frame:Inclusion,","wn30:synset-physical-adjective-1,wn30:synset-thing-noun-8,wn30:synset-find-verb-1,wn30:synset-excavate-verb-2,wn30:synset-by-adverb-1,wn30:synset-excavation-noun-1,wn30:synset-procedure-noun-1,wn30:synset-unit_of_measurement-noun-1,wn30:synset-implant-verb-1,wn30:synset-at-noun-2,wn30:synset-find-verb-1,wn30:synset-event-noun-1,wn30:synset-put-verb-1,wn30:synset-incorporate-verb-2,","wn30:synset-find-verb-1 - frame:Locating
wn30:synset-find-verb-1 - frame:Becoming_aware - frame:Perception
wn30:synset-procedure-noun-1 - frame:Means
wn30:synset-implant-verb-1 - frame:Placing - frame:Event
wn30:synset-find-verb-1 - frame:Locating
wn30:synset-find-verb-1 - frame:Becoming_aware - frame:Perception
wn30:synset-event-noun-1 - frame:Event - frame:State
wn30:synset-put-verb-1 - frame:Placing - frame:Event
wn30:synset-put-verb-1 - frame:Causation - frame:Event
wn30:synset-incorporate-verb-2 - frame:Containing - frame:Stateframe:Relation
wn30:synset-incorporate-verb-2 - frame:Inclusion
","wn30:synset-thing-noun-8
wn30:synset-excavate-verb-2
wn30:synset-excavation-noun-1
wn30:synset-unit_of_measurement-noun-1
wn30:synset-at-noun-2
","wn30:synset-physical-adjective-1
wn30:synset-by-adverb-1
"
inferred_CRM-ARCHAEO5,0,Excavation Process Unit has stratigraphic relation physical Stratigraphic is of removed part or all was partially totally by,[Excavation Process Unit [C]] [has stratigraphic relation [P]] [has physical relation [P]] [Stratigraphic Unit [C]] [is physical relation of [P]] [removed part or all of [P]] [was partially or totally removed by [P]] ,"frame:Means,frame:Relation,frame:Removing,frame:Degree,frame:Degree,","wn30:synset-excavation-noun-1,wn30:synset-procedure-noun-1,wn30:synset-unit_of_measurement-noun-1,wn30:synset-relation-noun-1,wn30:synset-physical-adjective-1,wn30:synset-remove-verb-1,wn30:synset-partially-adverb-1,wn30:synset-Oregon-noun-1,wn30:synset-wholly-adverb-1,wn30:synset-partially-adverb-1,wn30:synset-wholly-adverb-1,wn30:synset-by-adverb-1,","wn30:synset-procedure-noun-1 - frame:Means
wn30:synset-relation-noun-1 - frame:Relation - frame:Locale
wn30:synset-remove-verb-1 - frame:Removing - frame:Event
wn30:synset-wholly-adverb-1 - frame:Degree
wn30:synset-wholly-adverb-1 - frame:Degree
","wn30:synset-excavation-noun-1
wn30:synset-unit_of_measurement-noun-1
wn30:synset-Oregon-noun-1
","wn30:synset-physical-adjective-1
wn30:synset-partially-adverb-1
wn30:synset-partially-adverb-1
wn30:synset-by-adverb-1
"
inferred_BLTERMS4,83,publication end Publication Event End,[publication end [P]] [Publication Event End [C]] ,"frame:Process_end,frame:Event,frame:Process_end,","wn30:synset-publication-noun-1,wn30:synset-end-verb-1,wn30:synset-publication-noun-1,wn30:synset-event-noun-1,wn30:synset-end-verb-1,","wn30:synset-end-verb-1 - frame:Process_end - frame:Event
wn30:synset-event-noun-1 - frame:Event - frame:State
wn30:synset-end-verb-1 - frame:Process_end - frame:Event
","wn30:synset-publication-noun-1
wn30:synset-publication-noun-1
",
inferred_BLTERMS1,86,has created creator contributed to contributor,[has created [P]] [creator [P]] [has contributed to [P]] [contributor [P]] ,"frame:Building,frame:Creating,frame:Intentionally_create,frame:Cause_to_start,frame:Coming_up_with,frame:Religious_belief,frame:Giving,","wn30:synset-make-verb-3,wn30:synset-Godhead-noun-1,wn30:synset-contribute-verb-2,wn30:synset-subscriber-noun-3,","wn30:synset-make-verb-3 - frame:Building - frame:Event
wn30:synset-make-verb-3 - frame:Creating - frame:Event
wn30:synset-make-verb-3 - frame:Intentionally_create - frame:Event
wn30:synset-make-verb-3 - frame:Cause_to_start - frame:Event
wn30:synset-make-verb-3 - frame:Coming_up_with
wn30:synset-Godhead-noun-1 - frame:Religious_belief
wn30:synset-contribute-verb-2 - frame:Giving - frame:Lose_possession_scenario
","wn30:synset-subscriber-noun-3
",
inferred_BLTERMS2,25,projected publication Publication Event,[projected publication [P]] [Publication Event [C]] [publication [P]] ,"frame:Commitment,frame:Event,","wn30:synset-undertaking-noun-1,wn30:synset-publication-noun-1,wn30:synset-publication-noun-1,wn30:synset-event-noun-1,","wn30:synset-undertaking-noun-1 - frame:Commitment
wn30:synset-event-noun-1 - frame:Event - frame:State
","wn30:synset-publication-noun-1
wn30:synset-publication-noun-1
",
inferred_BLTERMS3,83,Publication Event Start publication start,[Publication Event Start [C]] [publication start [P]] ,"frame:Event,frame:Process_start,frame:Setting_out,frame:Activity_start,frame:Process_start,frame:Setting_out,frame:Activity_start,","wn30:synset-publication-noun-1,wn30:synset-event-noun-1,wn30:synset-get_down-verb-7,wn30:synset-publication-noun-1,wn30:synset-get_down-verb-7,","wn30:synset-event-noun-1 - frame:Event - frame:State
wn30:synset-get_down-verb-7 - frame:Process_start - frame:Event
wn30:synset-get_down-verb-7 - frame:Setting_out - frame:Event
wn30:synset-get_down-verb-7 - frame:Activity_start - frame:Event
wn30:synset-get_down-verb-7 - frame:Process_start - frame:Event
wn30:synset-get_down-verb-7 - frame:Setting_out - frame:Event
wn30:synset-get_down-verb-7 - frame:Activity_start - frame:Event
","wn30:synset-publication-noun-1
wn30:synset-publication-noun-1
",
inferred_EAC-CPF5,47,"entity relation Resource Relation Type Corporate Body, Person, or Family","[entity [C]] [relation [C]] [Resource Relation Type [P]] [Resource Relation [P]] [Corporate Body, Person, or Family Relation [P]] [Corporate Body, Person, or Family Relation Type [P]] ","frame:Entity,frame:Relation,frame:Possession,frame:Relation,frame:Type,frame:Part_whole,frame:People,","wn30:synset-entity-noun-1,wn30:synset-relation-noun-1,wn30:synset-resource-noun-1,wn30:synset-relation-noun-1,wn30:synset-type-noun-1,wn30:synset-corporate-adjective-1,wn30:synset-body-noun-1,wn30:synset-person-noun-1,wn30:synset-Oregon-noun-1,wn30:synset-family-noun-1,","wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-relation-noun-1 - frame:Relation - frame:Locale
wn30:synset-resource-noun-1 - frame:Possession
wn30:synset-relation-noun-1 - frame:Relation - frame:Locale
wn30:synset-type-noun-1 - frame:Type
wn30:synset-body-noun-1 - frame:Part_whole - frame:Being_included
wn30:synset-person-noun-1 - frame:People - frame:Entity
","wn30:synset-Oregon-noun-1
wn30:synset-family-noun-1
","wn30:synset-corporate-adjective-1
"
inferred_EAC-CPF12,74,entity Name Entry name Area,[entity [C]] [Name Entry [P]] [name Area [C]] ,"frame:Entity,frame:Referring_by_name,frame:Being_named,frame:Referring_by_name,frame:Being_named,frame:Locale,","wn30:synset-entity-noun-1,wn30:synset-name-noun-1,wn30:synset-entry-noun-1,wn30:synset-name-noun-1,wn30:synset-area-noun-1,","wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-name-noun-1 - frame:Referring_by_name
wn30:synset-name-noun-1 - frame:Being_named
wn30:synset-name-noun-1 - frame:Referring_by_name
wn30:synset-name-noun-1 - frame:Being_named
wn30:synset-area-noun-1 - frame:Locale - frame:Locale
","wn30:synset-entry-noun-1
",
inferred_EAC-CPF1,0,entity multiple identities Local Type Declaration Maintenance History Publication Status Function Languages Used dates of existence local Control Convention maintenance Agency,[entity [C]] [multiple identities [P]] [Local Type Declaration [P]] [Maintenance History [P]] [Publication Status [P]] [Maintenance Status [P]] [Function [P]] [Languages Used [P]] [dates of existence [P]] [local Control [P]] [Convention Declaration [P]] [maintenance Agency [P]] ,"frame:Entity,frame:Quantity,frame:Political_locales,frame:Type,frame:Statement,frame:Out_of_existence,frame:Fields,frame:Individual_history,frame:Occupy_rank,frame:Contingency,frame:Using,frame:Existence,frame:Political_locales,frame:Leadership,frame:Custom,frame:Organization,","wn30:synset-entity-noun-1,wn30:synset-multiple-adjective-1,wn30:synset-identity-noun-1,wn30:synset-local-adjective-1,wn30:synset-type-noun-1,wn30:synset-declaration-noun-1,wn30:synset-care-noun-6,wn30:synset-history-noun-1,wn30:synset-publication-noun-1,wn30:synset-status-noun-1,wn30:synset-function-noun-1,wn30:synset-use-verb-1,wn30:synset-date-noun-1,wn30:synset-being-noun-1,wn30:synset-local-adjective-1,wn30:synset-control-verb-1,wn30:synset-convention-noun-2,wn30:synset-care-noun-6,wn30:synset-agency-noun-1,","wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-multiple-adjective-1 - frame:Quantity - frame:Dimension
wn30:synset-local-adjective-1 - frame:Political_locales - frame:Locale
wn30:synset-type-noun-1 - frame:Type
wn30:synset-declaration-noun-1 - frame:Statement
wn30:synset-history-noun-1 - frame:Out_of_existence
wn30:synset-history-noun-1 - frame:Fields
wn30:synset-history-noun-1 - frame:Individual_history
wn30:synset-status-noun-1 - frame:Occupy_rank
wn30:synset-function-noun-1 - frame:Contingency
wn30:synset-use-verb-1 - frame:Using - frame:Event
wn30:synset-being-noun-1 - frame:Existence - frame:State
wn30:synset-local-adjective-1 - frame:Political_locales - frame:Locale
wn30:synset-control-verb-1 - frame:Leadership
wn30:synset-convention-noun-2 - frame:Custom
wn30:synset-agency-noun-1 - frame:Organization - frame:Aggregate
","wn30:synset-identity-noun-1
wn30:synset-care-noun-6
wn30:synset-publication-noun-1
wn30:synset-date-noun-1
wn30:synset-care-noun-6
",
inferred_EAC-CPF4,30,source legal status structure or genealogy general context instance,[source [P]] [legal status [P]] [structure or genealogy [P]] [general context [P]] [instance [C]] ,"frame:Origin,frame:Legality,frame:Occupy_rank,frame:Buildings,frame:Ranked_expectation,frame:State_of_entity,","wn30:synset-beginning-noun-4,wn30:synset-legal-adjective-1,wn30:synset-status-noun-1,wn30:synset-structure-noun-1,wn30:synset-Oregon-noun-1,wn30:synset-genealogy-noun-2,wn30:synset-general-adjective-1,wn30:synset-context-noun-1,wn30:synset-case-noun-1,","wn30:synset-beginning-noun-4 - frame:Origin
wn30:synset-legal-adjective-1 - frame:Legality
wn30:synset-status-noun-1 - frame:Occupy_rank
wn30:synset-structure-noun-1 - frame:Buildings - frame:Entity
wn30:synset-general-adjective-1 - frame:Ranked_expectation
wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
","wn30:synset-Oregon-noun-1
wn30:synset-genealogy-noun-2
wn30:synset-context-noun-1
",
inferred_EAC-CPF11,74,name entity named,[name [C]] [entity [C]] [named [P]] ,"frame:Referring_by_name,frame:Being_named,frame:Entity,frame:Referring_by_name,frame:Being_named,","wn30:synset-name-noun-1,wn30:synset-entity-noun-1,wn30:synset-name-noun-1,","wn30:synset-name-noun-1 - frame:Referring_by_name
wn30:synset-name-noun-1 - frame:Being_named
wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-name-noun-1 - frame:Referring_by_name
wn30:synset-name-noun-1 - frame:Being_named
",,
inferred_EAC-CPF2,37,entity description Area,[entity [C]] [description [P]] [description Area [C]] ,"frame:Entity,frame:Communicate_categorization,frame:Locale,","wn30:synset-entity-noun-1,wn30:synset-description-noun-1,wn30:synset-area-noun-1,","wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-description-noun-1 - frame:Communicate_categorization
wn30:synset-area-noun-1 - frame:Locale - frame:Locale
",,
inferred_EAC-CPF7,90,entity place role has,[entity [C]] [place role [P]] [place [C]] [has place [P]] ,"frame:Entity,frame:Placing,frame:Causation,","wn30:synset-entity-noun-1,wn30:synset-put-verb-1,wn30:synset-function-noun-3,","wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-put-verb-1 - frame:Placing - frame:Event
wn30:synset-put-verb-1 - frame:Causation - frame:Event
","wn30:synset-function-noun-3
",
inferred_EAC-CPF10,49,language entity declaration,[language [C]] [entity [C]] [language declaration [P]] ,"frame:Communication,frame:Entity,frame:Statement,","wn30:synset-language-noun-1,wn30:synset-entity-noun-1,wn30:synset-declaration-noun-1,","wn30:synset-language-noun-1 - frame:Communication - frame:Event
wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-declaration-noun-1 - frame:Statement
",,
inferred_EAC-CPF3,38,entity occupation mandate is entry of biographical or historical note instance,[entity [C]] [occupation [P]] [mandate [P]] [is entry of [P]] [biographical or historical note [P]] [instance [C]] ,"frame:Entity,frame:Being_employed,frame:Grant_permission,frame:Becoming_aware,frame:Statement,frame:State_of_entity,","wn30:synset-entity-noun-1,wn30:synset-occupation-noun-1,wn30:synset-mandate-noun-1,wn30:synset-entry-noun-1,wn30:synset-biographic-adjective-1,wn30:synset-Oregon-noun-1,wn30:synset-historical-adjective-1,wn30:synset-note-verb-1,wn30:synset-case-noun-1,","wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-occupation-noun-1 - frame:Being_employed
wn30:synset-mandate-noun-1 - frame:Grant_permission
wn30:synset-note-verb-1 - frame:Becoming_aware - frame:Perception
wn30:synset-note-verb-1 - frame:Statement
wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
","wn30:synset-entry-noun-1
wn30:synset-Oregon-noun-1
","wn30:synset-biographic-adjective-1
wn30:synset-historical-adjective-1
"
inferred_EAC-CPF6,37,entity is described by involved in has entry,[entity [C]] [is described by [P]] [is involved in [P]] [has entry [P]] ,"frame:Entity,frame:Communicate_categorization,frame:Topic,","wn30:synset-entity-noun-1,wn30:synset-describe-verb-1,wn30:synset-by-adverb-1,wn30:synset-involve-verb-1,wn30:synset-in-adverb-1,wn30:synset-entry-noun-1,","wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-describe-verb-1 - frame:Communicate_categorization
wn30:synset-involve-verb-1 - frame:Topic
","wn30:synset-entry-noun-1
","wn30:synset-by-adverb-1
wn30:synset-in-adverb-1
"
inferred_EAC-CPF8,55,control entity Area,[control [P]] [entity [C]] [control Area [C]] ,"frame:Leadership,frame:Entity,frame:Locale,","wn30:synset-control-verb-1,wn30:synset-entity-noun-1,wn30:synset-area-noun-1,","wn30:synset-control-verb-1 - frame:Leadership
wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-area-noun-1 - frame:Locale - frame:Locale
",,
inferred_EAC-CPF9,66,entity record ID,[entity [C]] [record ID [P]] ,"frame:Entity,frame:Recording,","wn30:synset-entity-noun-1,wn30:synset-record-verb-1,wn30:synset-Idaho-noun-1,","wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-record-verb-1 - frame:Recording - frame:Statement
","wn30:synset-Idaho-noun-1
",
inferred_ISBD2,57,Resource has item aspect is reflected in C1004,[Resource [C]] [has item aspect [P]] [is item reflected in [P]] [C1004 [C]] ,"frame:Possession,frame:Distinctiveness,","wn30:synset-resource-noun-1,wn30:synset-item-noun-1,wn30:synset-aspect-noun-1,wn30:synset-reflect-verb-1,wn30:synset-in-adverb-1,","wn30:synset-resource-noun-1 - frame:Possession
wn30:synset-aspect-noun-1 - frame:Distinctiveness
","wn30:synset-item-noun-1
wn30:synset-reflect-verb-1
","wn30:synset-in-adverb-1
"
inferred_ISBD7,55,"has publication, production, distribution, etc area Resource Publication, Production, Distribution, Etc Area Encoding Scheme","[has publication, production, distribution, etc area [P]] [Resource [C]] [Publication, Production, Distribution, Etc Area Encoding Scheme [C]] ","frame:Manufacturing,frame:Locale,frame:Possession,frame:Manufacturing,frame:Locale,","wn30:synset-publication-noun-1,wn30:synset-production-noun-1,wn30:synset-distribution-noun-1,wn30:synset-area-noun-1,wn30:synset-resource-noun-1,wn30:synset-publication-noun-1,wn30:synset-production-noun-1,wn30:synset-distribution-noun-1,wn30:synset-area-noun-1,wn30:synset-encoding-noun-1,wn30:synset-scheme-noun-1,","wn30:synset-production-noun-1 - frame:Manufacturing - frame:Event
wn30:synset-area-noun-1 - frame:Locale - frame:Locale
wn30:synset-resource-noun-1 - frame:Possession
wn30:synset-production-noun-1 - frame:Manufacturing - frame:Event
wn30:synset-area-noun-1 - frame:Locale - frame:Locale
","wn30:synset-publication-noun-1
wn30:synset-distribution-noun-1
wn30:synset-publication-noun-1
wn30:synset-distribution-noun-1
wn30:synset-encoding-noun-1
wn30:synset-scheme-noun-1
",
inferred_ISBD18,64,has compound title of parallel Resource Compound Title Of Parallel Encoding Scheme,[has compound title of parallel title [P]] [Resource [C]] [Compound Title Of Parallel Title Encoding Scheme [C]] ,"frame:Possession,","wn30:synset-intensify-verb-2,wn30:synset-title-noun-1,wn30:synset-parallel-adjective-1,wn30:synset-resource-noun-1,wn30:synset-intensify-verb-2,wn30:synset-title-noun-1,wn30:synset-parallel-adjective-1,wn30:synset-encoding-noun-1,wn30:synset-scheme-noun-1,","wn30:synset-resource-noun-1 - frame:Possession
","wn30:synset-intensify-verb-2
wn30:synset-title-noun-1
wn30:synset-intensify-verb-2
wn30:synset-title-noun-1
wn30:synset-encoding-noun-1
wn30:synset-scheme-noun-1
","wn30:synset-parallel-adjective-1
wn30:synset-parallel-adjective-1
"
