community,cluster,doc,annotateddoc,frame,synset,synsetframe triplet,noun/verb w/o frame,adj/adv w/o frame
inferred_BIBFRAME22,30,status Status,[status [P]] [Status [C]] ,"frame:Occupy_rank,frame:Occupy_rank,","wn30:synset-status-noun-1,wn30:synset-status-noun-1,","wn30:synset-status-noun-1 - frame:Occupy_rank
wn30:synset-status-noun-1 - frame:Occupy_rank
",,
inferred_BIBFRAME44,20,Generation generation Instance,[Generation [C]] [generation [P]] [Instance [C]] ,"frame:State_of_entity,","wn30:synset-coevals-noun-1,wn30:synset-coevals-noun-1,wn30:synset-case-noun-1,","wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
","wn30:synset-coevals-noun-1
wn30:synset-coevals-noun-1
",
inferred_BIBFRAME7,54,Content accessibility information,[Content accessibility information [C]] [Content accessibility information [P]] ,"frame:Statement,frame:Information,","wn30:synset-message-noun-2,wn30:synset-handiness-noun-2,wn30:synset-information-noun-1,","wn30:synset-message-noun-2 - frame:Statement
wn30:synset-information-noun-1 - frame:Information - frame:Entity
","wn30:synset-handiness-noun-2
",
inferred_BIBFRAME16,97,Format of notated music Notated format,[Format of notated music [P]] [Notated music format [C]] ,"frame:Arranging,frame:Performing_arts,frame:Arranging,","wn30:synset-format-verb-1,wn30:synset-music-noun-1,wn30:synset-format-verb-1,","wn30:synset-format-verb-1 - frame:Arranging - frame:Event
wn30:synset-music-noun-1 - frame:Performing_arts
wn30:synset-format-verb-1 - frame:Arranging - frame:Event
",,
inferred_BIBFRAME58,11,classification schedule Part Classification number scheme edition table item span end entity,[classification [P]] [schedule Part [P]] [Classification number [P]] [Classification scheme edition [P]] [table [P]] [Classification item number [P]] [Classification number span end [P]] [Classification entity [C]] ,"frame:Categorization,frame:Membership,frame:Categorization,frame:Quantity,frame:Text,frame:Process_end,frame:Entity,","wn30:synset-categorization-noun-3,wn30:synset-schedule-verb-1,wn30:synset-part-noun-1,wn30:synset-categorization-noun-3,wn30:synset-number-noun-1,wn30:synset-scheme-noun-1,wn30:synset-edition-noun-1,wn30:synset-table-noun-1,wn30:synset-item-noun-1,wn30:synset-cross-verb-5,wn30:synset-end-verb-1,wn30:synset-entity-noun-1,","wn30:synset-categorization-noun-3 - frame:Categorization
wn30:synset-part-noun-1 - frame:Membership - frame:Being_included
wn30:synset-categorization-noun-3 - frame:Categorization
wn30:synset-number-noun-1 - frame:Quantity - frame:Dimension
wn30:synset-edition-noun-1 - frame:Text - frame:Entity
wn30:synset-end-verb-1 - frame:Process_end - frame:Event
wn30:synset-entity-noun-1 - frame:Entity
","wn30:synset-schedule-verb-1
wn30:synset-scheme-noun-1
wn30:synset-table-noun-1
wn30:synset-item-noun-1
wn30:synset-cross-verb-5
",
inferred_BIBFRAME70,73,Degree issuing institution Dissertation Information degree Agent information,[Degree issuing institution [P]] [Dissertation Information [P]] [degree [P]] [Agent [C]] [Dissertation information [C]] ,"frame:Quantity,frame:Rank,frame:Point_of_dispute,frame:Businesses,frame:Institutions,frame:Information,frame:Quantity,frame:Rank,frame:Information,","wn30:synset-degree-noun-1,wn30:synset-issue-noun-1,wn30:synset-institution-noun-1,wn30:synset-dissertation-noun-1,wn30:synset-information-noun-1,wn30:synset-degree-noun-1,wn30:synset-agent-noun-1,wn30:synset-information-noun-1,","wn30:synset-degree-noun-1 - frame:Quantity - frame:Dimension
wn30:synset-degree-noun-1 - frame:Rank
wn30:synset-issue-noun-1 - frame:Point_of_dispute
wn30:synset-institution-noun-1 - frame:Businesses
wn30:synset-institution-noun-1 - frame:Institutions - frame:Aggregate
wn30:synset-information-noun-1 - frame:Information - frame:Entity
wn30:synset-degree-noun-1 - frame:Quantity - frame:Dimension
wn30:synset-degree-noun-1 - frame:Rank
wn30:synset-information-noun-1 - frame:Information - frame:Entity
","wn30:synset-dissertation-noun-1
wn30:synset-agent-noun-1
",
inferred_BIBFRAME68,37,Description authentication Metadata Admin,[Description authentication [P]] [Metadata authentication [C]] [Admin Metadata [C]] ,"frame:Communicate_categorization,","wn30:synset-description-noun-1,wn30:synset-authentication-noun-2,wn30:synset-metadata-noun-1,","wn30:synset-description-noun-1 - frame:Communicate_categorization
","wn30:synset-authentication-noun-2
wn30:synset-metadata-noun-1
",
inferred_BIBFRAME26,45,Unit Type of unit,[Unit [C]] [Type of unit [P]] ,"frame:Type,","wn30:synset-unit_of_measurement-noun-1,wn30:synset-type-noun-1,wn30:synset-unit_of_measurement-noun-1,","wn30:synset-type-noun-1 - frame:Type
","wn30:synset-unit_of_measurement-noun-1
wn30:synset-unit_of_measurement-noun-1
",
inferred_BIBFRAME40,20,extent Instance Extent,[extent [P]] [Instance [C]] [Extent [C]] ,"frame:State_of_entity,","wn30:synset-extent-noun-1,wn30:synset-case-noun-1,wn30:synset-extent-noun-1,","wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
","wn30:synset-extent-noun-1
wn30:synset-extent-noun-1
",
inferred_BIBFRAME3,70,Source of acquisition Acquisition,[Source of acquisition [P]] [Acquisition Source [C]] ,"frame:Origin,","wn30:synset-beginning-noun-4,wn30:synset-acquisition-noun-1,wn30:synset-acquisition-noun-1,","wn30:synset-beginning-noun-4 - frame:Origin
","wn30:synset-acquisition-noun-1
wn30:synset-acquisition-noun-1
",
inferred_BIBFRAME12,15,Illustration illustrative Content,[Illustration [C]] [illustrative Content [P]] ,"frame:Instance,","wn30:synset-example-noun-1,wn30:synset-exemplifying-adjectivesatellite-1,wn30:synset-content-noun-1,","wn30:synset-example-noun-1 - frame:Instance
","wn30:synset-content-noun-1
","wn30:synset-exemplifying-adjectivesatellite-1
"
inferred_BIBFRAME74,90,Role role Contributor and Contribution,[Role [C]] [role [P]] [Contributor and role [P]] [Contribution [C]] ,"frame:Giving,","wn30:synset-function-noun-3,wn30:synset-function-noun-3,wn30:synset-subscriber-noun-3,wn30:synset-contribution-noun-2,","wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario
","wn30:synset-function-noun-3
wn30:synset-function-noun-3
wn30:synset-subscriber-noun-3
",
inferred_BIBFRAME23,15,Summary content,[Summary content [P]] [Summary [C]] ,"none,","wn30:synset-summary-noun-1,wn30:synset-content-noun-1,",,"wn30:synset-summary-noun-1
wn30:synset-content-noun-1
",
inferred_BIBFRAME45,20,Production method Instance,[Production method [P]] [Instance [C]] [Production method [C]] ,"frame:Manufacturing,frame:Means,frame:State_of_entity,","wn30:synset-production-noun-1,wn30:synset-method-noun-1,wn30:synset-case-noun-1,","wn30:synset-production-noun-1 - frame:Manufacturing - frame:Event
wn30:synset-method-noun-1 - frame:Means
wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
",,
inferred_BIBFRAME6,15,Color Content color,[Color Content [C]] [color Content [P]] ,"frame:Color,frame:Color,","wn30:synset-color-noun-1,wn30:synset-content-noun-1,wn30:synset-color-noun-1,","wn30:synset-color-noun-1 - frame:Color - frame:Attributes
wn30:synset-color-noun-1 - frame:Color - frame:Attributes
","wn30:synset-content-noun-1
",
inferred_BIBFRAME59,21,Hierarchical level of material Organization materials information Classification table sequence number entity Arrangement,[Hierarchical level of material [P]] [Organization of materials information [C]] [Classification table sequence number [P]] [Organization of material [P]] [Classification entity [C]] [Arrangement of material [P]] ,"frame:Quantity,frame:Rank,frame:Ingredients,frame:Substance,frame:Organization,frame:Ingredients,frame:Substance,frame:Information,frame:Categorization,frame:Sequence,frame:Quantity,frame:Entity,frame:Make_agreement_on_action,","wn30:synset-hierarchical-adjective-1,wn30:synset-degree-noun-1,wn30:synset-material-noun-1,wn30:synset-organization-noun-1,wn30:synset-material-noun-1,wn30:synset-information-noun-1,wn30:synset-categorization-noun-3,wn30:synset-table-noun-1,wn30:synset-sequence-noun-1,wn30:synset-number-noun-1,wn30:synset-entity-noun-1,wn30:synset-agreement-noun-4,","wn30:synset-degree-noun-1 - frame:Quantity - frame:Dimension
wn30:synset-degree-noun-1 - frame:Rank
wn30:synset-material-noun-1 - frame:Ingredients
wn30:synset-material-noun-1 - frame:Substance - frame:Entity
wn30:synset-organization-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-material-noun-1 - frame:Ingredients
wn30:synset-material-noun-1 - frame:Substance - frame:Entity
wn30:synset-information-noun-1 - frame:Information - frame:Entity
wn30:synset-categorization-noun-3 - frame:Categorization
wn30:synset-sequence-noun-1 - frame:Sequence - frame:Relation
wn30:synset-number-noun-1 - frame:Quantity - frame:Dimension
wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-agreement-noun-4 - frame:Make_agreement_on_action
","wn30:synset-table-noun-1
","wn30:synset-hierarchical-adjective-1
"
inferred_BIBFRAME17,32,Notation system,[Notation system [P]] [Notation [C]] ,"frame:Gizmo,frame:System,","wn30:synset-notation-noun-1,wn30:synset-system-noun-1,","wn30:synset-system-noun-1 - frame:Gizmo
wn30:synset-system-noun-1 - frame:System - frame:Set_of_interrelated_entities
","wn30:synset-notation-noun-1
",
inferred_BIBFRAME71,49,Admin Metadata Language entity Description language information,[Admin Metadata [C]] [Language entity [C]] [Description language [P]] [Language information [P]] ,"frame:Communication,frame:Entity,frame:Communicate_categorization,frame:Communication,frame:Information,","wn30:synset-metadata-noun-1,wn30:synset-language-noun-1,wn30:synset-entity-noun-1,wn30:synset-description-noun-1,wn30:synset-language-noun-1,wn30:synset-data-noun-1,","wn30:synset-language-noun-1 - frame:Communication - frame:Event
wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-description-noun-1 - frame:Communicate_categorization
wn30:synset-language-noun-1 - frame:Communication - frame:Event
wn30:synset-data-noun-1 - frame:Information - frame:Entity
","wn30:synset-metadata-noun-1
",
inferred_BIBFRAME64,54,Work Music Instrument instrument instrumental Type,[Work [C]] [Music Instrument [C]] [instrument [P]] [instrumental Type [P]] ,"frame:Being_employed,frame:Performing_arts,frame:Gizmo,frame:Gizmo,frame:Type,","wn30:synset-work-noun-1,wn30:synset-music-noun-1,wn30:synset-instrument-noun-1,wn30:synset-instrument-noun-1,wn30:synset-instrumental-adjective-1,wn30:synset-type-noun-1,","wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-music-noun-1 - frame:Performing_arts
wn30:synset-instrument-noun-1 - frame:Gizmo
wn30:synset-instrument-noun-1 - frame:Gizmo
wn30:synset-type-noun-1 - frame:Type
",,"wn30:synset-instrumental-adjective-1
"
inferred_BIBFRAME36,97,Book format Instance,[Book format [C]] [Instance [C]] [Book format [P]] ,"frame:Part_ordered_segments,frame:Text,frame:Arranging,frame:State_of_entity,","wn30:synset-book-noun-1,wn30:synset-format-verb-1,wn30:synset-case-noun-1,","wn30:synset-book-noun-1 - frame:Part_ordered_segments - frame:Being_included
wn30:synset-book-noun-1 - frame:Text - frame:Entity
wn30:synset-format-verb-1 - frame:Arranging - frame:Event
wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
",,
inferred_BIBFRAME50,35,Video Characteristic video Instance,[Video Characteristic [C]] [video Characteristic [P]] [Instance [C]] ,"frame:Distinctiveness,frame:State_of_entity,","wn30:synset-video-noun-1,wn30:synset-characteristic-adjective-1,wn30:synset-video-noun-1,wn30:synset-case-noun-1,","wn30:synset-characteristic-adjective-1 - frame:Distinctiveness
wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
","wn30:synset-video-noun-1
wn30:synset-video-noun-1
",
inferred_BIBFRAME49,32,System Requirement Instance system,[System Requirement [C]] [Instance [C]] [system Requirement [P]] ,"frame:Gizmo,frame:System,frame:Being_necessary,frame:State_of_entity,frame:Gizmo,frame:System,","wn30:synset-system-noun-1,wn30:synset-necessity-noun-2,wn30:synset-case-noun-1,wn30:synset-system-noun-1,","wn30:synset-system-noun-1 - frame:Gizmo
wn30:synset-system-noun-1 - frame:System - frame:Set_of_interrelated_entities
wn30:synset-necessity-noun-2 - frame:Being_necessary
wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
wn30:synset-system-noun-1 - frame:Gizmo
wn30:synset-system-noun-1 - frame:System - frame:Set_of_interrelated_entities
",,
inferred_BIBFRAME61,54,Cartographic information Projection projection,[Cartographic information [C]] [Projection [C]] [Cartographic projection [P]] ,"frame:Information,","wn30:synset-cartographic-adjective-1,wn30:synset-information-noun-1,wn30:synset-projection-noun-1,wn30:synset-projection-noun-1,","wn30:synset-information-noun-1 - frame:Information - frame:Entity
","wn30:synset-projection-noun-1
wn30:synset-projection-noun-1
","wn30:synset-cartographic-adjective-1
"
inferred_BIBFRAME33,44,Item Held in sublocation Sublocation,[Item [C]] [Held in sublocation [P]] [Sublocation [C]] ,"frame:Activity_ongoing,frame:Cause_to_continue,","wn30:synset-item-noun-1,wn30:synset-keep-verb-1,wn30:synset-in-adverb-1,","wn30:synset-keep-verb-1 - frame:Activity_ongoing - frame:Process_continue
wn30:synset-keep-verb-1 - frame:Cause_to_continue - frame:Event
","wn30:synset-item-noun-1
","wn30:synset-in-adverb-1
"
inferred_BIBFRAME55,13,Content type Work,[Content type [C]] [Content type [P]] [Work [C]] ,"frame:Type,frame:Being_employed,","wn30:synset-content-noun-1,wn30:synset-type-noun-1,wn30:synset-work-noun-1,","wn30:synset-type-noun-1 - frame:Type
wn30:synset-work-noun-1 - frame:Being_employed
","wn30:synset-content-noun-1
",
inferred_BIBFRAME65,54,Work Type of voice Music Voice,[Work [C]] [Type of voice [P]] [Music Voice [C]] [voice [P]] ,"frame:Being_employed,frame:Type,frame:Performing_arts,","wn30:synset-work-noun-1,wn30:synset-type-noun-1,wn30:synset-voice-noun-1,wn30:synset-music-noun-1,wn30:synset-voice-noun-1,","wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-type-noun-1 - frame:Type
wn30:synset-music-noun-1 - frame:Performing_arts
","wn30:synset-voice-noun-1
wn30:synset-voice-noun-1
",
inferred_BIBFRAME37,20,Carrier type Instance,[Carrier type [P]] [Carrier type [C]] [Instance [C]] ,"frame:Type,frame:State_of_entity,","wn30:synset-carrier-noun-1,wn30:synset-type-noun-1,wn30:synset-case-noun-1,","wn30:synset-type-noun-1 - frame:Type
wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
","wn30:synset-carrier-noun-1
",
inferred_BIBFRAME51,20,Polarity Instance,[Polarity [P]] [Instance [C]] [Polarity [C]] ,"frame:State_of_entity,","wn30:synset-mutual_opposition-noun-1,wn30:synset-case-noun-1,","wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
","wn30:synset-mutual_opposition-noun-1
",
inferred_BIBFRAME48,20,Reduction ratio Instance,[Reduction ratio [P]] [Instance [C]] [Reduction ratio [C]] ,"frame:Cause_change_of_position_on_a_scale,frame:Cause_expansion,frame:State_of_entity,","wn30:synset-decrease-noun-4,wn30:synset-ratio-noun-1,wn30:synset-case-noun-1,","wn30:synset-decrease-noun-4 - frame:Cause_change_of_position_on_a_scale - frame:Event
wn30:synset-decrease-noun-4 - frame:Cause_expansion - frame:Event
wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
","wn30:synset-ratio-noun-1
",
inferred_BIBFRAME60,46,Cartographic outer G ring area covered cartographic Attributes excluded coordinates equinox information ascension and declination,[Cartographic outer G ring area covered [P]] [cartographic Attributes [P]] [Cartographic G ring area excluded [P]] [Cartographic coordinates [P]] [equinox [P]] [Cartographic information [C]] [Cartographic ascension and declination [P]] ,"frame:Measure_mass,frame:Make_noise,frame:Locale,frame:Filling,frame:Adorning,frame:Inclusion,frame:Information,frame:Motion_directional,","wn30:synset-cartographic-adjective-1,wn30:synset-outer-adjectivesatellite-3,wn30:synset-gram-noun-1,wn30:synset-ring-verb-1,wn30:synset-area-noun-1,wn30:synset-cover-verb-1,wn30:synset-cartographic-adjective-1,wn30:synset-impute-verb-1,wn30:synset-exclude-verb-1,wn30:synset-organize-verb-4,wn30:synset-equinoctial_point-noun-1,wn30:synset-information-noun-1,wn30:synset-rise-noun-4,wn30:synset-decline-noun-2,","wn30:synset-gram-noun-1 - frame:Measure_mass - frame:Measures
wn30:synset-ring-verb-1 - frame:Make_noise
wn30:synset-area-noun-1 - frame:Locale - frame:Locale
wn30:synset-cover-verb-1 - frame:Filling - frame:Event
wn30:synset-cover-verb-1 - frame:Adorning
wn30:synset-exclude-verb-1 - frame:Inclusion
wn30:synset-information-noun-1 - frame:Information - frame:Entity
wn30:synset-rise-noun-4 - frame:Motion_directional - frame:Event
","wn30:synset-impute-verb-1
wn30:synset-organize-verb-4
wn30:synset-equinoctial_point-noun-1
wn30:synset-decline-noun-2
","wn30:synset-cartographic-adjective-1
wn30:synset-outer-adjectivesatellite-3
wn30:synset-cartographic-adjective-1
"
inferred_BIBFRAME32,80,Item Shelf location shelf Mark,[Item [C]] [Shelf location [C]] [shelf Mark [P]] ,"frame:Locale,","wn30:synset-item-noun-1,wn30:synset-shelf-noun-1,wn30:synset-location-noun-1,wn30:synset-shelf-noun-1,wn30:synset-distinguish-verb-3,","wn30:synset-location-noun-1 - frame:Locale - frame:Locale
","wn30:synset-item-noun-1
wn30:synset-shelf-noun-1
wn30:synset-shelf-noun-1
wn30:synset-distinguish-verb-3
",
inferred_BIBFRAME54,25,event Content Of Event Work,[event Content [P]] [event Content Of [P]] [Event [C]] [Work [C]] ,"frame:Event,frame:Event,frame:Being_employed,","wn30:synset-event-noun-1,wn30:synset-content-noun-1,wn30:synset-event-noun-1,wn30:synset-work-noun-1,","wn30:synset-event-noun-1 - frame:Event - frame:State
wn30:synset-event-noun-1 - frame:Event - frame:State
wn30:synset-work-noun-1 - frame:Being_employed
","wn30:synset-content-noun-1
",
inferred_BIBFRAME66,22,Variant title type Title variation,[Variant title type [P]] [Title variation [C]] ,"frame:Similarity,frame:Type,frame:Cause_change,","wn30:synset-discrepancy-noun-2,wn30:synset-title-noun-1,wn30:synset-type-noun-1,wn30:synset-title-noun-1,wn30:synset-variation-noun-1,","wn30:synset-discrepancy-noun-2 - frame:Similarity - frame:Attributesframe:Reciprocality
wn30:synset-type-noun-1 - frame:Type
wn30:synset-variation-noun-1 - frame:Cause_change - frame:Event
","wn30:synset-title-noun-1
wn30:synset-title-noun-1
",
inferred_BIBFRAME28,97,series Statement dimensions Work Reproduction of subseries Edition enumeration Creative responsibility statement provision Activity Series Reproduced as Has other physical format Subseries Instance Issued with,[series Statement [P]] [dimensions [P]] [Work [C]] [Reproduction of [P]] [subseries Statement [P]] [Edition enumeration [P]] [Creative responsibility statement [P]] [provision Activity Statement [P]] [Series enumeration [P]] [Reproduced as [P]] [Has other physical format [P]] [Subseries enumeration [P]] [Instance [C]] [Instance of Work [P]] [Edition statement [P]] [Issued with [P]] [Instance of [P]] ,"frame:Sequence,frame:Statement,frame:Being_employed,frame:Text,frame:Being_obligated,frame:Statement,frame:Terms_of_agreement,frame:Intentionally_act,frame:Sequence,frame:Duplication,frame:Relative_time,frame:Increment,frame:Arranging,frame:State_of_entity,","wn30:synset-series-noun-1,wn30:synset-statement-noun-1,wn30:synset-dimension-noun-1,wn30:synset-work-noun-1,wn30:synset-reproduction-noun-1,wn30:synset-edition-noun-1,wn30:synset-enumeration-noun-1,wn30:synset-creative-adjective-1,wn30:synset-duty-noun-1,wn30:synset-statement-noun-1,wn30:synset-provision-noun-1,wn30:synset-activity-noun-1,wn30:synset-series-noun-1,wn30:synset-reproduce-verb-1,wn30:synset-equally-adverb-1,wn30:synset-other-adjective-1,wn30:synset-physical-adjective-1,wn30:synset-format-verb-1,wn30:synset-case-noun-1,wn30:synset-publish-verb-2,","wn30:synset-series-noun-1 - frame:Sequence - frame:Relation
wn30:synset-statement-noun-1 - frame:Statement
wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-edition-noun-1 - frame:Text - frame:Entity
wn30:synset-duty-noun-1 - frame:Being_obligated
wn30:synset-statement-noun-1 - frame:Statement
wn30:synset-provision-noun-1 - frame:Terms_of_agreement
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event
wn30:synset-series-noun-1 - frame:Sequence - frame:Relation
wn30:synset-reproduce-verb-1 - frame:Duplication - frame:Event
wn30:synset-equally-adverb-1 - frame:Relative_time - frame:Relation
wn30:synset-other-adjective-1 - frame:Increment
wn30:synset-format-verb-1 - frame:Arranging - frame:Event
wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
","wn30:synset-dimension-noun-1
wn30:synset-reproduction-noun-1
wn30:synset-enumeration-noun-1
wn30:synset-publish-verb-2
","wn30:synset-creative-adjective-1
wn30:synset-physical-adjective-1
"
inferred_BIBFRAME34,21,Applied material Instance,[Applied material [C]] [Applied material [P]] [Instance [C]] ,"frame:Ingredients,frame:Substance,frame:State_of_entity,","wn30:synset-applied-adjective-1,wn30:synset-material-noun-1,wn30:synset-case-noun-1,","wn30:synset-material-noun-1 - frame:Ingredients
wn30:synset-material-noun-1 - frame:Substance - frame:Entity
wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
",,"wn30:synset-applied-adjective-1
"
inferred_BIBFRAME52,35,Sound characteristic Instance,[Sound characteristic [C]] [Instance [C]] [Sound characteristic [P]] ,"frame:Appearance,frame:Distinctiveness,frame:State_of_entity,","wn30:synset-sound-verb-1,wn30:synset-characteristic-adjective-1,wn30:synset-case-noun-1,","wn30:synset-sound-verb-1 - frame:Appearance
wn30:synset-characteristic-adjective-1 - frame:Distinctiveness
wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
",,
inferred_BIBFRAME63,54,ensemble Music Ensemble Work Type,[ensemble [P]] [Music Ensemble [C]] [Work [C]] [ensemble Type [P]] ,"frame:Performing_arts,frame:Being_employed,frame:Type,","wn30:synset-ensemble-noun-1,wn30:synset-music-noun-1,wn30:synset-ensemble-noun-1,wn30:synset-work-noun-1,wn30:synset-type-noun-1,","wn30:synset-music-noun-1 - frame:Performing_arts
wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-type-noun-1 - frame:Type
","wn30:synset-ensemble-noun-1
wn30:synset-ensemble-noun-1
",
inferred_BIBFRAME31,70,Item Immediate Acquisition immediate,[Item [C]] [Immediate Acquisition [C]] [immediate Acquisition [P]] ,"none,","wn30:synset-item-noun-1,wn30:synset-immediate-adjectivesatellite-1,wn30:synset-acquisition-noun-1,wn30:synset-immediate-adjectivesatellite-1,",,"wn30:synset-item-noun-1
wn30:synset-acquisition-noun-1
","wn30:synset-immediate-adjectivesatellite-1
wn30:synset-immediate-adjectivesatellite-1
"
inferred_BIBFRAME8,54,Copyright registration information,[Copyright registration [C]] [Copyright registration information [P]] ,"frame:Information,","wn30:synset-copyright-noun-1,wn30:synset-registration-noun-1,wn30:synset-information-noun-1,","wn30:synset-information-noun-1 - frame:Information - frame:Entity
","wn30:synset-copyright-noun-1
wn30:synset-registration-noun-1
",
inferred_BIBFRAME57,54,Music medium information of performance Work,[Music medium information [C]] [Music medium of performance [P]] [Work [C]] ,"frame:Performing_arts,frame:Position_on_a_scale,frame:Information,frame:Performing_arts,frame:Being_employed,","wn30:synset-music-noun-1,wn30:synset-average-adjectivesatellite-4,wn30:synset-information-noun-1,wn30:synset-performance-noun-1,wn30:synset-work-noun-1,","wn30:synset-music-noun-1 - frame:Performing_arts
wn30:synset-average-adjectivesatellite-4 - frame:Position_on_a_scale - frame:Attributes
wn30:synset-information-noun-1 - frame:Information - frame:Entity
wn30:synset-performance-noun-1 - frame:Performing_arts
wn30:synset-work-noun-1 - frame:Being_employed
",,
inferred_BIBFRAME19,0,Scale scale,[Scale [C]] [scale [P]] ,"none,","wn30:synset-scale-noun-1,wn30:synset-scale-noun-1,",,"wn30:synset-scale-noun-1
wn30:synset-scale-noun-1
",
inferred_BIBFRAME29,20,Item Storing or shelving location Electronic Has holding Instance item Of,[Item [C]] [Storing or shelving location [P]] [Electronic location [P]] [Has holding [P]] [Instance [C]] [item Of [P]] ,"frame:Change_event_time,frame:Locale,frame:Possession,frame:State_of_entity,","wn30:synset-item-noun-1,wn30:synset-Oregon-noun-1,wn30:synset-postpone-verb-1,wn30:synset-location-noun-1,wn30:synset-electronic-adjective-1,wn30:synset-have-verb-1,wn30:synset-case-noun-1,wn30:synset-item-noun-1,","wn30:synset-postpone-verb-1 - frame:Change_event_time - frame:Event
wn30:synset-location-noun-1 - frame:Locale - frame:Locale
wn30:synset-have-verb-1 - frame:Possession
wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
","wn30:synset-item-noun-1
wn30:synset-Oregon-noun-1
wn30:synset-item-noun-1
","wn30:synset-electronic-adjective-1
"
inferred_BIBFRAME67,37,generation Date Admin Metadata Description creation date change admin derived From,[generation Date [P]] [Admin Metadata [C]] [Description creation date [P]] [change Date [P]] [admin Metadata [P]] [derived From [P]] ,"frame:Communicate_categorization,frame:Intentionally_create,frame:Cause_change,frame:Coming_to_believe,","wn30:synset-coevals-noun-1,wn30:synset-date-noun-1,wn30:synset-metadata-noun-1,wn30:synset-description-noun-1,wn30:synset-creation-noun-1,wn30:synset-date-noun-1,wn30:synset-change-verb-1,wn30:synset-deduce-verb-1,","wn30:synset-description-noun-1 - frame:Communicate_categorization
wn30:synset-creation-noun-1 - frame:Intentionally_create - frame:Event
wn30:synset-change-verb-1 - frame:Cause_change - frame:Event
wn30:synset-deduce-verb-1 - frame:Coming_to_believe - frame:Event
","wn30:synset-coevals-noun-1
wn30:synset-date-noun-1
wn30:synset-metadata-noun-1
wn30:synset-date-noun-1
",
inferred_BIBFRAME35,21,Base Material base Instance,[Base Material [C]] [base Material [P]] [Instance [C]] ,"frame:Ingredients,frame:Substance,frame:State_of_entity,","wn30:synset-establish-verb-8,wn30:synset-material-noun-1,wn30:synset-establish-verb-8,wn30:synset-case-noun-1,","wn30:synset-material-noun-1 - frame:Ingredients
wn30:synset-material-noun-1 - frame:Substance - frame:Entity
wn30:synset-case-noun-1 - frame:State_of_entity - frame:State
","wn30:synset-establish-verb-8
wn30:synset-establish-verb-8
",
